#V3.30.01.05-trans
#_SS-V3.30.01.05-trans;_2017_01_13;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.2
#_SS-V3.30.01.05-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.01.05-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jan 31 09:42:17 2017
#_Number_of_datafiles: 2
#_observed data:
#V3.30.01.05-trans
1889 #_styr
2016 #_endyr
1 #_nseas
12 #_months/season
2 #_N_subseasons(even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_N_areas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
#north fishery
1	-1	1	1	0	1_N_TRAWL	#
1	-1	1	1	0	2_N_FIX	# this is the OR nearshore index
1	-1	1	2	0	3_WA_REC	#
1	-1	1	1	0	4_OR_REC	#
#North survey
3	0.5	1	1	0	5_N_TRI_Early	#
3	0.5	1	1	0	6_N_TRI_Late	#
3	0.5	1	1	0	7_N_NWFSC	#
#research studies
#Lam study
3 0.5  1 1 0 8_N_Lam_Research  #
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
#Year	Season	Fleet	Catch	Catch_se
#commercial fleets
2002	7	4	0	2	2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	37	264	297	261	241	178	169	144	146	108	104	98	80	61	35	43	39	21	28	13	15	16	2	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	37	264	297	261	241	178	169	144	146	108	104	98	80	61	35	43	39	21	28	13	15	16	2	1	1	1	3	0	0	1	0	0	0	0	0	0	0
2003	7	4	0	2	2908	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	3	4	45	296	380	360	265	238	204	214	155	132	95	93	76	71	54	58	54	24	31	21	17	6	2	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	3	4	45	296	380	360	265	238	204	214	155	132	95	93	76	71	54	58	54	24	31	21	17	6	2	0	2	1	1	1	0	0	0	1	0	0	0	0	0
2004	7	4	0	2	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	24	181	271	247	209	190	129	98	83	72	46	35	26	22	26	26	22	17	17	9	7	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	24	181	271	247	209	190	129	98	83	72	46	35	26	22	26	26	22	17	17	9	7	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
2005	7	4	0	2	2912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	6	28	264	330	349	294	252	234	172	172	143	135	110	74	78	50	35	39	30	30	21	18	16	6	1	7	3	1	3	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	6	28	264	330	349	294	252	234	172	172	143	135	110	74	78	50	35	39	30	30	21	18	16	6	1	7	3	1	3	0	1	1	1	1	1	0	0	0
2006	7	4	0	2	4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	1	38	384	544	543	482	425	335	290	222	213	185	146	134	105	75	75	59	54	43	30	19	22	11	5	10	2	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	1	38	384	544	543	482	425	335	290	222	213	185	146	134	105	75	75	59	54	43	30	19	22	11	5	10	2	3	0	0	1	2	0	0	0	0	0	0
2007	7	4	0	2	4934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	14	101	374	497	466	509	479	424	359	304	242	215	164	138	109	113	103	86	55	39	33	31	18	20	10	8	6	2	2	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	14	101	374	497	466	509	479	424	359	304	242	215	164	138	109	113	103	86	55	39	33	31	18	20	10	8	6	2	2	1	4	1	1	0	0	0	0	0	0	0
2008	7	4	0	2	5352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	2	5	21	155	469	596	581	549	603	462	393	323	245	189	140	117	80	89	78	56	44	41	29	23	16	11	12	12	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	2	5	21	155	469	596	581	549	603	462	393	323	245	189	140	117	80	89	78	56	44	41	29	23	16	11	12	12	2	2	0	1	0	1	0	0	0	0	0	0	0	0
2009	7	4	0	2	4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	2	10	129	384	438	459	461	412	374	378	277	243	197	143	103	105	82	62	69	63	34	26	19	13	17	12	9	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	2	10	129	384	438	459	461	412	374	378	277	243	197	143	103	105	82	62	69	63	34	26	19	13	17	12	9	3	1	1	0	0	0	0	0	0	0	0	0	0	0
2010	7	4	0	2	5451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	4	10	149	666	679	609	496	460	420	373	321	222	169	163	152	135	95	70	51	47	31	28	27	20	10	9	5	7	6	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	4	10	149	666	679	609	496	460	420	373	321	222	169	163	152	135	95	70	51	47	31	28	27	20	10	9	5	7	6	1	2	1	1	0	0	0	0	0	0	0	0
2011	7	4	0	2	6154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	22	272	799	691	711	588	496	385	386	303	254	233	181	130	111	85	85	89	77	65	40	41	33	16	25	12	6	7	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	22	272	799	691	711	588	496	385	386	303	254	233	181	130	111	85	85	89	77	65	40	41	33	16	25	12	6	7	3	1	2	0	0	0	0	0	0	0	0	0
2012	7	4	0	2	6992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	10	251	940	932	864	758	583	496	397	304	236	216	156	130	111	92	74	80	83	49	35	37	30	30	37	12	18	4	8	5	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	10	251	940	932	864	758	583	496	397	304	236	216	156	130	111	92	74	80	83	49	35	37	30	30	37	12	18	4	8	5	3	3	1	0	0	0	0	0	0	0
2013	7	4	0	2	7105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	153	536	731	870	878	795	618	493	412	367	264	228	143	114	100	59	52	58	57	42	31	25	21	13	12	8	7	0	5	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	153	536	731	870	878	795	618	493	412	367	264	228	143	114	100	59	52	58	57	42	31	25	21	13	12	8	7	0	5	1	3	0	0	1	0	0	0	0	0
2014	7	4	0	2	5554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	91	412	531	561	600	631	521	409	309	279	254	220	140	132	89	64	61	39	31	37	33	24	22	10	16	12	9	3	4	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	91	412	531	561	600	631	521	409	309	279	254	220	140	132	89	64	61	39	31	37	33	24	22	10	16	12	9	3	4	4	0	1	0	1	0	0	0	0	0
2015	7	4	0	2	6388	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	3	94	384	510	646	699	699	624	597	453	325	262	198	168	141	127	88	82	72	42	43	18	24	24	18	8	8	4	4	3	5	2	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	3	94	384	510	646	699	699	624	597	453	325	262	198	168	141	127	88	82	72	42	43	18	24	24	18	8	8	4	4	3	5	2	1	3	1	1	1	0	0	0
2016	7	4	0	2	4951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	149	503	494	548	490	530	448	365	297	223	165	132	122	93	87	71	57	65	27	24	13	13	10	2	4	2	3	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	149	503	494	548	490	530	448	365	297	223	165	132	122	93	87	71	57	65	27	24	13	13	10	2	4	2	3	4	1	0	2	0	0	0	0	0	0	0	0
#OR	MRFSS			Unsexed	Nfish	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130
1980	7	4	0	2	108	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	5	3	4	2	1	9	1	4	2	4	3	5	5	4	3	6	6	4	6	5	1	2	4	2	1	2	1	1	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	5	3	4	2	1	9	1	4	2	4	3	5	5	4	3	6	6	4	6	5	1	2	4	2	1	2	1	1	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0
1981	7	4	0	2	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	1	4	7	4	2	1	4	2	3	1	1	3	4	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	1	4	7	4	2	1	4	2	3	1	1	3	4	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	7	4	0	2	254	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	5	5	5	15	21	24	17	13	19	19	22	12	8	8	8	6	5	7	6	3	4	5	3	2	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	5	5	5	15	21	24	17	13	19	19	22	12	8	8	8	6	5	7	6	3	4	5	3	2	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1983	7	4	0	2	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	4	3	2	10	15	7	8	10	5	2	6	3	4	1	1	2	2	2	1	3	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	4	3	2	10	15	7	8	10	5	2	6	3	4	1	1	2	2	2	1	3	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	7	4	0	2	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	9	4	5	9	11	12	15	16	24	14	18	16	10	13	11	14	10	3	3	3	1	3	0	2	0	1	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	9	4	5	9	11	12	15	16	24	14	18	16	10	13	11	14	10	3	3	3	1	3	0	2	0	1	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1985	7	4	0	2	345	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	7	4	6	9	10	20	11	15	21	24	25	21	24	28	17	9	19	9	11	10	6	2	6	5	4	3	2	4	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	7	4	6	9	10	20	11	15	21	24	25	21	24	28	17	9	19	9	11	10	6	2	6	5	4	3	2	4	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
1986	7	4	0	2	140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	3	2	3	4	3	5	5	5	8	6	3	11	9	9	7	11	9	13	3	3	1	2	2	2	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	3	2	3	4	3	5	5	5	8	6	3	11	9	9	7	11	9	13	3	3	1	2	2	2	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1987	7	4	0	2	250	0	0	0	0	0	0	0	0	1	1	1	0	0	1	3	3	3	1	7	11	9	14	7	9	8	16	13	23	18	17	15	13	9	9	6	8	5	1	5	2	0	1	2	2	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	3	3	3	1	7	11	9	14	7	9	8	16	13	23	18	17	15	13	9	9	6	8	5	1	5	2	0	1	2	2	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
1988	7	4	0	2	286	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	6	0	4	5	9	16	21	17	15	19	17	14	12	13	16	18	15	8	5	13	8	2	5	4	5	3	1	2	3	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	6	0	4	5	9	16	21	17	15	19	17	14	12	13	16	18	15	8	5	13	8	2	5	4	5	3	1	2	3	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1989	7	4	0	2	295	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	10	12	7	7	7	7	18	27	20	18	17	13	20	16	13	14	6	7	6	9	4	3	5	5	2	5	5	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	10	12	7	7	7	7	18	27	20	18	17	13	20	16	13	14	6	7	6	9	4	3	5	5	2	5	5	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	7	4	0	2	948	0	0	0	0	0	0	0	0	0	1	3	3	2	4	3	4	24	35	77	71	79	65	64	73	57	70	41	44	37	27	29	27	12	9	17	14	8	6	8	5	2	5	5	4	3	2	3	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	4	3	4	24	35	77	71	79	65	64	73	57	70	41	44	37	27	29	27	12	9	17	14	8	6	8	5	2	5	5	4	3	2	3	1	0	2	0	2	0	0	0	0	0	0	0	0	0
1994	7	4	0	2	955	0	0	0	0	0	0	0	0	1	0	2	1	0	0	6	19	27	40	40	56	76	86	88	71	71	64	47	45	32	20	40	22	16	20	19	9	11	8	6	3	0	2	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	6	19	27	40	40	56	76	86	88	71	71	64	47	45	32	20	40	22	16	20	19	9	11	8	6	3	0	2	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	7	4	0	2	434	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	2	1	2	4	11	23	38	41	36	37	34	28	30	28	23	16	25	6	12	4	6	3	8	3	3	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	2	1	2	4	11	23	38	41	36	37	34	28	30	28	23	16	25	6	12	4	6	3	8	3	3	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1996	7	4	0	2	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	8	32	83	77	68	48	47	37	30	24	30	17	12	19	7	7	1	2	1	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	8	32	83	77	68	48	47	37	30	24	30	17	12	19	7	7	1	2	1	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1997	7	4	0	2	596	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	3	2	11	28	64	61	56	50	42	37	35	33	19	31	26	22	13	21	5	5	5	6	6	4	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	3	2	11	28	64	61	56	50	42	37	35	33	19	31	26	22	13	21	5	5	5	6	6	4	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1998	7	4	0	2	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	6	13	47	58	47	49	35	28	24	22	28	13	9	13	10	9	9	4	5	3	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	6	13	47	58	47	49	35	28	24	22	28	13	9	13	10	9	9	4	5	3	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1999	7	4	0	2	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	3	0	18	54	63	54	61	34	29	18	23	13	18	13	12	9	2	9	4	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	3	0	18	54	63	54	61	34	29	18	23	13	18	13	12	9	2	9	4	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
2000	7	4	0	2	314	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	7	35	38	35	42	38	19	20	19	17	16	7	5	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	3	7	35	38	35	42	38	19	20	19	17	16	7	5	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#2001	7	4	0	2	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	25	29	47	34	29	17	21	17	23	12	9	8	4	2	2	1	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	25	29	47	34	29	17	21	17	23	12	9	8	4	2	2	1	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
#2002	7	4	0	2	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	9	35	33	37	39	32	19	28	23	20	17	8	15	9	6	6	7	2	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	9	35	33	37	39	32	19	28	23	20	17	8	15	9	6	6	7	2	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#2003	7	4	0	2	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	11	10	9	5	11	3	3	3	1	0	1	3	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	11	10	9	5	11	3	3	3	1	0	1	3	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#Lam Research Lengths
#year	Month	Fleet	gender	partition	nSamps	F10	F12	F14	F16	F18	F20	F22	F24	F26	F28	F30	F32	F34	F36	F38	F40	F42	F44	F46	F48	F50	F52	F54	F56	F58	F60	F62	F64	F66	F68	F70	F72	F74	F76	F78	F80	F82	F84	F86	F88	F90	F92	F94	F96	F98	F100	F102	F104	F106	F108	F110	F112	F114	F116	F118	F120	F122	F124	F126	F128	F130	M10	M12	M14	M16	M18	M20	M22	M24	M26	M28	M30	M32	M34	M36	M38	M40	M42	M44	M46	M48	M50	M52	M54	M56	M58	M60	M62	M64	M66	M68	M70	M72	M74	M76	M78	M80	M82	M84	M86	M88	M90	M92	M94	M96	M98	M100	M102	M104	M106	M108	M110	M112	M114	M116	M118	M120	M122	M124	M126	M128	M130
2016	7	8	3	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	4	7	9	13	9	7	14	11	14	13	15	14	14	36	44	54	58	32	32	16	12	9	5	4	6	1	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	5	3	12	18	18	27	20	19	22	24	28	28	19	10	4	12	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#
-9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#
21 #_N_age_bins
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
1 #_N_ageerror_definitions
0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5
#from 2009 assessment
#0.4	0.4	0.41	0.43	0.45	0.51	0.59	0.67	0.76	0.86	0.95	1.05	1.14	1.24	1.33	1.43	1.53	1.63	1.73	1.83	1.93	1.95	2.04	2.12	2.21	2.29	2.38	2.47	2.55	2.64	2.73
#2017
#0.175356	1.27038	2.36198	3.45016	4.53494	5.61632	6.69432	7.76894	8.8402	9.90811	10.9727	12.0339	13.0918	14.1464	15.1977	16.2457	17.2905	18.3319	19.3701	20.4051	21.4368	22.4653	23.4906	24.5126	25.5315	26.5471	27.5596	28.569	29.5751	30.5781	31.578
0.126326	0.126326	0.252652	0.378978	0.505304	0.63163	0.757956	0.884282	1.01061	1.13693	1.26326	1.38959	1.51591	1.64224	1.76856	1.89489	2.02122	2.14754	2.27387	2.4002	2.52652	2.65285	2.77917	2.9055	3.03183	3.15815
#_mintailcomp: upper and lower distribution for females and males separately are accumulated until exceeding this level.
#_addtocomp:  after accumulation of tails; this value added to all bins
#_males and females treated as combined gender below this bin number 
#_compressbins: accumulate upper tail by this number of bins; acts simultaneous with mintailcomp; set=0 for no forced accumulation
#_Comp_Error:  0=multinomial, 1=dirichlet
#_Comp_Error2:  parm number  for dirichlet
#_mintailcomp_addtocomp_combM+F_CompressBins_CompError_ParmSelect
-1 0.001 0 0 0 0 0.001
-1 0.001 0 0 0 0 0.001
-1 0.001 0 0 0 0 0.001
-1 0.001 0 0 0 0 0.001
-1 0.001 0 0 0 0 0.001
-1 0.001 0 0 0 0 0.001
-1 0.001 0 0 0 0 0.001
-1 0.001 0 0 0 0 0.001
3 #_Lbin_method_for_Age_Data: 1=poplenbins; 2=datalenbins; 3=lengths
# sex codes:  0=combined; 1=use female only; 2=use male only; 3=use both as joint sexxlength distribution
# partition codes:  (0=combined; 1=discard; 2=retained
#fishyr	month	fleet	gender	partition	ageErr	LbinLo	LbinHi	NPortSamp	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A0	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20
#triennial	ages
#year	season	fleet	gender	partition	ageErr	LbinLo	LbinHi	Nsamp	F0	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	M0	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20
#1992	9.4	5	3	0	1	-1	-1	6	0	5.506010732	13.04335774	32.3495136	2.33835013	1.169175065	14.66414295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.676700259	18.97225008	2.603799176	2.33835013	0	2.33835013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	8.2	6	3	0	1	-1	-1	74	0	9.251886938	10.34049257	19.39053826	14.74729104	5.265337027	4.318998135	1.819592788	0.596871531	0.450069696	0	0	0	0	0	0	0	0	0	0	0	0	4.459242236	7.064328837	7.853574978	5.360685647	3.677986192	3.225993426	1.580239171	0.596871531	0	0	0	0	0	0	0	0	0	0	0	0
1998	8.2	6	3	0	1	-1	-1	91	0	15.1401292	10.04027639	11.15678818	13.04803845	7.486973697	3.821755389	8.291376282	0.232924432	0.249640287	0.320318117	0	0	0	0	0	0	0	0	0	0	0	7.722139992	5.962618873	7.210360463	4.893659588	2.262978996	1.015771787	0.546628543	0.597621336	0	0	0	0	0	0	0	0	0	0	0	0
2001	8.2	6	3	0	1	-1	-1	96	0	8.404813089	20.60816474	13.35639117	3.641798537	2.316783289	3.284994422	4.672668964	4.007129106	2.855883066	2.185828559	0.705178019	0.324056554	0.324056554	0	0.35258901	0	0	0	0	0	0.132262729	6.945432607	15.16781894	7.367160172	1.622494977	0.379129603	0.410261029	0.368818723	0.254588489	0.227452229	0.084245423	0	0	0	0	0	0	0	0	0	0
2004	8.2	6	3	0	1	-1	-1	85	0	0.293225285	8.190228033	13.02884334	3.859462409	22.96748607	7.588230562	3.661632212	3.466727168	2.980449883	2.788115036	2.291558179	2.012774954	0	0.150322904	0	0	0	0	0	0	0	0.303879568	1.932105952	13.31793072	0.294120024	5.51188537	3.077454246	0.675760884	0.52798022	0.890543879	0.189283106	0	0	0	0	0	0	0	0	0	0
#north NWFSC	Survey	marginals	for	implied	fit
#year	Season	Fleet	gender	partition	ageErr	LbinLo	LbinHi	nSamps	F0	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	M0	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20
2003	7	-7	3	0	1	-1	-1	81	0	2.947764785	6.301467784	33.96687067	9.738838054	1.05368055	3.786403898	0.333907896	0.227595276	0.057642707	0.076176487	0.102777708	0	0	0	0	0	0	0	0	0	0.128237147	1.839486281	6.827270075	22.55829707	6.151669404	3.128039527	0.296471276	0.080017028	0	0.269149232	0.128237147	0	0	0	0	0	0	0	0	0	0
